[08-08-18 17:54:14.475] LSM_raw: 	-0.49	0.42	9.67	-3.65	0.68	1.26	8.23	9.84	13.20
[08-08-18 17:54:14.475] MPU_raw: 	-0.11	-0.68	9.39	0.04	-0.00	0.00	20.70	18.30	-13.50
[08-08-18 17:54:14.475] MPU_ypr: 	-3.87	0.52	-1.69
[08-08-18 17:54:14.475] LSM_raw: 	-0.49	0.37	9.67	-1.45	0.05	1.53	8.21	9.98	13.26
[08-08-18 17:54:14.475] MPU_raw: 	-0.12	-0.68	9.40	0.03	-0.00	0.01	20.70	18.30	-13.50
[08-08-18 17:54:14.475] MPU_ypr: 	-3.82	0.52	-1.67
[08-08-18 17:54:14.475] LSM_raw: 	-0.50	0.33	9.74	-2.31	0.37	1.00	8.23	9.98	13.20
[08-08-18 17:54:14.475] MPU_raw: 	-0.09	-0.62	9.57	0.04	0.01	0.01	20.70	18.30	-13.50
[08-08-18 17:54:14.475] MPU_ypr: 	-3.80	0.52	-1.66
[08-08-18 17:54:14.475] LSM_raw: 	-0.50	0.34	9.75	0.04	-0.10	0.89	8.23	9.91	13.14
[08-08-18 17:54:14.475] MPU_raw: 	-0.08	-0.63	9.51	0.01	0.00	0.00	20.70	18.30	-13.50
[08-08-18 17:54:14.475] MPU_ypr: 	-3.78	0.52	-1.65
[08-08-18 17:54:14.475] LSM_raw: 	-0.48	0.36	9.72	-0.97	0.63	0.32	8.23	9.91	13.14
[08-08-18 17:54:14.475] MPU_raw: 	-0.11	-0.62	9.54	0.03	-0.00	0.00	18.60	19.20	-16.20
[08-08-18 17:54:14.475] MPU_ypr: 	-3.77	0.52	-1.64
[08-08-18 17:54:14.475] LSM_raw: 	-0.49	0.37	9.67	-0.45	0.27	1.03	8.21	9.90	13.17
[08-08-18 17:54:14.475] MPU_raw: 	-0.12	-0.61	9.46	0.01	-0.00	-0.00	18.60	19.20	-16.20
[08-08-18 17:54:14.475] MPU_ypr: 	-3.76	0.52	-1.64
[08-08-18 17:54:14.475] LSM_raw: 	-0.49	0.39	9.71	-0.40	0.18	0.18	8.27	9.81	12.94
[08-08-18 17:54:14.610] MPU_raw: 	-0.10	-0.65	9.50	0.01	-0.00	-0.01	18.60	19.20	-16.20
