[08-08-18 17:37:08.848] MPU_raw: 	-0.01	0.05	9.54	0.02	-0.00	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:08.848] MPU_ypr: 	0.48	-0.03	11.30
[08-08-18 17:37:08.848] LSM_raw: 	-0.55	-0.33	9.74	0.44	0.95	2.12	10.03	7.83	14.76
[08-08-18 17:37:08.848] MPU_raw: 	-0.04	0.10	9.57	0.01	-0.01	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:08.848] MPU_ypr: 	0.48	-0.02	11.29
[08-08-18 17:37:08.848] LSM_raw: 	-0.54	-0.32	9.69	0.34	0.96	2.42	10.03	7.84	13.88
[08-08-18 17:37:08.848] MPU_raw: 	-0.03	0.05	9.42	0.00	-0.01	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:08.848] MPU_ypr: 	0.47	-0.02	11.29
[08-08-18 17:37:08.981] LSM_raw: 	-0.58	-0.32	9.66	0.46	-0.03	1.60	9.96	7.89	14.71
[08-08-18 17:37:08.981] MPU_raw: 	-0.02	0.04	9.39	0.01	-0.00	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.46	-0.00	11.28
[08-08-18 17:37:08.981] LSM_raw: 	-0.57	-0.32	9.82	0.14	-1.14	2.56	10.02	7.92	14.30
[08-08-18 17:37:08.981] MPU_raw: 	-0.01	0.07	9.53	0.02	0.01	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.46	0.01	11.28
[08-08-18 17:37:08.981] LSM_raw: 	-0.59	-0.32	9.84	-0.77	0.20	3.26	10.11	7.87	14.65
[08-08-18 17:37:08.981] MPU_raw: 	-0.03	0.08	9.59	0.02	-0.01	-0.01	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.46	0.02	11.28
[08-08-18 17:37:08.981] LSM_raw: 	-0.62	-0.37	9.76	-0.08	1.39	2.67	10.06	7.80	14.53
[08-08-18 17:37:08.981] MPU_raw: 	0.03	0.08	9.48	0.01	-0.03	-0.01	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.46	0.01	11.29
[08-08-18 17:37:08.981] LSM_raw: 	-0.67	-0.37	9.70	1.52	2.92	1.22	10.02	7.70	14.58
[08-08-18 17:37:08.981] MPU_raw: 	0.12	0.08	9.39	-0.01	-0.06	-0.04	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.44	-0.05	11.28
[08-08-18 17:37:08.981] LSM_raw: 	-0.65	-0.32	9.70	1.44	1.59	2.11	10.07	7.88	14.76
[08-08-18 17:37:08.981] MPU_raw: 	0.06	0.12	9.48	0.00	-0.04	-0.03	17.10	21.90	-15.60
[08-08-18 17:37:08.981] MPU_ypr: 	0.43	-0.10	11.26
[08-08-18 17:37:08.981] LSM_raw: 	-0.64	-0.30	9.85	0.55	0.68	2.76	10.05	7.81	14.19
[08-08-18 17:37:08.981] MPU_raw: 	0.01	0.07	9.62	0.01	-0.02	-0.02	17.10	21.90	-15.60
[08-08-18 17:37:09.105] MPU_ypr: 	0.42	-0.12	11.25
[08-08-18 17:37:09.105] LSM_raw: 	-0.58	-0.34	9.78	0.17	0.13	1.96	10.02	7.81	14.32
[08-08-18 17:37:09.105] MPU_raw: 	-0.03	0.06	9.50	0.02	-0.00	-0.02	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.42	-0.11	11.26
[08-08-18 17:37:09.105] LSM_raw: 	-0.59	-0.31	9.78	-0.28	0.53	1.83	10.00	7.85	14.02
[08-08-18 17:37:09.105] MPU_raw: 	0.00	0.05	9.55	0.01	-0.01	-0.03	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.42	-0.10	11.25
[08-08-18 17:37:09.105] LSM_raw: 	-0.59	-0.33	9.67	0.26	-0.90	1.20	9.99	7.78	14.18
[08-08-18 17:37:09.105] MPU_raw: 	0.02	0.11	9.41	0.01	0.00	-0.04	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.41	-0.10	11.24
[08-08-18 17:37:09.105] LSM_raw: 	-0.60	-0.30	9.78	-0.40	-0.93	2.14	9.92	7.84	14.20
[08-08-18 17:37:09.105] MPU_raw: 	0.02	0.09	9.50	0.01	-0.00	-0.02	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.41	-0.09	11.22
[08-08-18 17:37:09.105] LSM_raw: 	-0.64	-0.32	9.81	-1.48	-0.30	3.73	10.01	8.01	14.17
[08-08-18 17:37:09.105] MPU_raw: 	0.02	0.11	9.50	0.02	-0.01	-0.00	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.42	-0.09	11.23
[08-08-18 17:37:09.105] LSM_raw: 	-0.59	-0.36	9.81	-0.33	0.36	3.01	9.88	7.77	14.45
[08-08-18 17:37:09.105] MPU_raw: 	0.00	0.12	9.50	0.02	-0.02	-0.00	17.40	20.10	-16.80
[08-08-18 17:37:09.105] MPU_ypr: 	0.43	-0.09	11.25
[08-08-18 17:37:09.105] LSM_raw: 	-0.62	-0.31	9.75	-0.07	1.59	3.19	10.01	7.69	14.28
[08-08-18 17:37:09.105] MPU_raw: 	0.03	0.05	9.45	0.01	-0.03	-0.02	17.40	20.10	-16.80
[08-08-18 17:37:09.239] MPU_ypr: 	0.43	-0.11	11.25
[08-08-18 17:37:09.239] LSM_raw: 	-0.67	-0.27	9.68	1.17	1.71	1.94	9.99	7.72	14.29
[08-08-18 17:37:09.239] MPU_raw: 	0.08	0.01	9.41	-0.00	-0.04	-0.03	17.40	20.10	-16.80
[08-08-18 17:37:09.239] MPU_ypr: 	0.42	-0.13	11.25
[08-08-18 17:37:09.239] LSM_raw: 	-0.62	-0.28	9.76	0.31	-0.90	1.39	9.99	7.84	14.40
[08-08-18 17:37:09.239] MPU_raw: 	0.03	0.06	9.52	0.00	-0.01	-0.03	17.40	20.10	-16.80
